CNES,CODUFMUN,REGSAUDE,MICR_REG,DISTRSAN,DISTRADM,TPGESTAO,PF_PJ,CPF_CNPJ,NIV_DEP,CNPJ_MAN,ESFERA_A,ATIVIDAD,RETENCAO,NATUREZA,CLIENTEL,TP_UNID,TURNO_AT,NIV_HIER,TERCEIRO,TP_LEITO,CODLEITO,QT_EXIST,QT_CONTR,QT_SUS,QT_NSUS,COMPETEN,NAT_JUR
"2519348","520870","","","","","M","3","01795904000113","1","00000000000000","","04","","","03","05","06","","","1","03",1,0,0,1,"202103","2305"
"2519348","520870","","","","","M","3","01795904000113","1","00000000000000","","04","","","03","05","06","","","1","06",2,0,0,2,"202103","2305"
"2519356","520870","","","","","M","3","01550771000115","1","00000000000000","","04","","","03","07","06","","","4","10",10,0,0,10,"202103","2062"
"2519356","520870","","","","","M","3","01550771000115","1","00000000000000","","04","","","03","07","06","","","1","03",2,0,0,2,"202103","2062"
"2519356","520870","","","","","M","3","01550771000115","1","00000000000000","","04","","","03","07","06","","","4","43",3,0,0,3,"202103","2062"
"2519356","520870","","","","","M","3","01550771000115","1","00000000000000","","04","","","03","07","06","","","1","12",2,0,0,2,"202103","2062"
"2519356","520870","","","","","M","3","01550771000115","1","00000000000000","","04","","","03","07","06","","","1","15",3,0,0,3,"202103","2062"
"2519356","520870","","","","","M","3","01550771000115","1","00000000000000","","04","","","03","07","06","","","1","06",5,0,0,5,"202103","2062"
"2626705","520870","","","","","M","3","02705422000198","1","00000000000000","","04","","","03","07","04","","","1","11",7,0,0,7,"202103","2062"
"2653818","520870","","","","","M","3","00000000000000","3","02529964000157","","04","","","02","07","06","","","2","33",20,0,20,0,"202103","1023"
"2659832","520870","","","","","M","3","00000000000000","3","01567601000143","","01","","","03","07","06","","","1","11",5,0,5,0,"202103","1104"
"2659832","520870","","","","","M","3","00000000000000","3","01567601000143","","01","","","03","07","06","","","5","45",2,0,2,0,"202103","1104"
"2659832","520870","","","","","M","3","00000000000000","3","01567601000143","","01","","","03","07","06","","","7","07",6,0,6,0,"202103","1104"
"2665271","520870","","","","","M","3","02060226000103","1","00000000000000","","04","","","03","05","06","","","1","05",5,0,0,5,"202103","2062"
"2665271","520870","","","","","M","3","02060226000103","1","00000000000000","","04","","","03","05","06","","","1","03",5,0,0,5,"202103","2062"
"2665271","520870","","","","","M","3","02060226000103","1","00000000000000","","04","","","03","05","06","","","1","15",2,0,0,2,"202103","2062"
"2665271","520870","","","","","M","3","02060226000103","1","00000000000000","","04","","","03","05","06","","","3","74",9,0,0,9,"202103","2062"
"2665271","520870","","","","","M","3","02060226000103","1","00000000000000","","04","","","03","05","06","","","7","07",5,0,0,5,"202103","2062"
"2665271","520870","","","","","M","3","02060226000103","1","00000000000000","","04","","","03","05","06","","","1","08",13,0,0,13,"202103","2062"
"2665271","520870","","","","","M","3","02060226000103","1","00000000000000","","04","","","03","05","06","","","2","40",20,0,0,20,"202103","2062"
"2665271","520870","","","","","M","3","02060226000103","1","00000000000000","","04","","","03","05","06","","","2","33",5,0,0,5,"202103","2062"
"2673932","520870","","","","","M","3","05029600000104","1","00000000000000","","03","","","03","07","06","","","6","48",51,0,51,0,"202103","3999"
"2673932","520870","","","","","M","3","05029600000104","1","00000000000000","","03","","","03","07","06","","","1","14",21,0,21,0,"202103","3999"
"2673932","520870","","","","","M","3","05029600000104","1","00000000000000","","03","","","03","07","06","","","2","33",29,0,29,0,"202103","3999"
"2673932","520870","","","","","M","3","05029600000104","1","00000000000000","","03","","","03","07","06","","","1","03",5,0,5,0,"202103","3999"
"2673932","520870","","","","","M","3","05029600000104","1","00000000000000","","03","","","03","07","06","","","6","34",3,0,3,0,"202103","3999"
"2673932","520870","","","","","M","3","05029600000104","1","00000000000000","","03","","","03","07","06","","","3","75",20,0,20,0,"202103","3999"
"2673932","520870","","","","","M","3","05029600000104","1","00000000000000","","03","","","03","07","06","","","1","15",3,0,3,0,"202103","3999"
"2673932","520870","","","","","M","3","05029600000104","1","00000000000000","","03","","","03","07","06","","","1","13",39,0,39,0,"202103","3999"
"2673932","520870","","","","","M","3","05029600000104","1","00000000000000","","03","","","03","07","06","","","3","51",20,0,20,0,"202103","3999"
"2673932","520870","","","","","M","3","05029600000104","1","00000000000000","","03","","","03","07","06","","","1","08",5,0,5,0,"202103","3999"
"3034658","520870","","","","","M","3","03007948000167","1","00000000000000","","04","","","03","07","06","","","1","03",2,0,0,2,"202103","2062"
"3034658","520870","","","","","M","3","03007948000167","1","00000000000000","","04","","","03","07","06","","","1","06",1,0,0,1,"202103","2062"
"3034658","520870","","","","","M","3","03007948000167","1","00000000000000","","04","","","03","07","06","","","3","66",1,0,0,1,"202103","2062"
"3034658","520870","","","","","M","3","03007948000167","1","00000000000000","","04","","","03","07","06","","","2","46",1,0,0,1,"202103","2062"
"3034658","520870","","","","","M","3","03007948000167","1","00000000000000","","04","","","03","07","06","","","2","40",1,0,0,1,"202103","2062"
"3034658","520870","","","","","M","3","03007948000167","1","00000000000000","","04","","","03","07","06","","","2","32",1,0,0,1,"202103","2062"
"3034658","520870","","","","","M","3","03007948000167","1","00000000000000","","04","","","03","07","06","","","1","13",1,0,0,1,"202103","2062"
"3034658","520870","","","","","M","3","03007948000167","1","00000000000000","","04","","","03","07","06","","","1","08",1,0,0,1,"202103","2062"
"3034658","520870","","","","","M","3","03007948000167","1","00000000000000","","04","","","03","07","06","","","1","05",1,0,0,1,"202103","2062"
"3034658","520870","","","","","M","3","03007948000167","1","00000000000000","","04","","","03","07","06","","","1","02",1,0,0,1,"202103","2062"
"3034658","520870","","","","","M","3","03007948000167","1","00000000000000","","04","","","03","07","06","","","3","75",9,0,0,9,"202103","2062"
"3034658","520870","","","","","M","3","03007948000167","1","00000000000000","","04","","","03","07","06","","","1","01",1,0,0,1,"202103","2062"
"3034658","520870","","","","","M","3","03007948000167","1","00000000000000","","04","","","03","07","06","","","1","09",1,0,0,1,"202103","2062"
"3034658","520870","","","","","M","3","03007948000167","1","00000000000000","","04","","","03","07","06","","","1","15",1,0,0,1,"202103","2062"
"3034658","520870","","","","","M","3","03007948000167","1","00000000000000","","04","","","03","07","06","","","2","33",2,0,0,2,"202103","2062"
"3034658","520870","","","","","M","3","03007948000167","1","00000000000000","","04","","","03","07","06","","","2","42",1,0,0,1,"202103","2062"
"3051625","520870","","","","","M","3","37033461000170","1","00000000000000","","04","","","03","07","06","","","3","66",2,0,0,2,"202103","2062"
"3051625","520870","","","","","M","3","37033461000170","1","00000000000000","","04","","","03","07","06","","","1","13",32,0,0,32,"202103","2062"
"3051625","520870","","","","","M","3","37033461000170","1","00000000000000","","04","","","03","07","06","","","3","75",19,0,0,19,"202103","2062"
"3051625","520870","","","","","M","3","37033461000170","1","00000000000000","","04","","","03","07","06","","","2","33",23,0,0,23,"202103","2062"
"3051625","520870","","","","","M","3","37033461000170","1","00000000000000","","04","","","03","07","06","","","3","51",5,0,5,0,"202103","2062"
"3061485","520870","","","","","M","3","04568172000117","1","00000000000000","","04","","","03","07","05","","","1","11",3,0,0,3,"202103","2240"
"3094413","520870","","","","","M","3","37350105000180","1","00000000000000","","04","","","03","07","05","","","1","11",8,0,0,8,"202103","2062"
"3123294","520870","","","","","M","3","00819694000193","1","00000000000000","","04","","","03","07","06","","","1","11",12,0,0,12,"202103","2062"
"3175650","520870","","","","","M","3","05572194000113","1","00000000000000","","04","","","03","07","04","","","1","08",3,0,3,0,"202103","2062"
"3175650","520870","","","","","M","3","05572194000113","1","00000000000000","","04","","","03","07","04","","","2","40",6,0,2,4,"202103","2062"
"3312844","520870","","","","","M","3","26719088000190","1","00000000000000","","04","","","03","07","03","","","1","08",5,0,0,5,"202103","2240"
"3312844","520870","","","","","M","3","26719088000190","1","00000000000000","","04","","","03","07","03","","","2","33",1,0,0,1,"202103","2240"
"3312844","520870","","","","","M","3","26719088000190","1","00000000000000","","04","","","03","07","03","","","2","40",3,0,0,3,"202103","2240"
"3312844","520870","","","","","M","3","26719088000190","1","00000000000000","","04","","","03","07","03","","","1","03",3,0,0,3,"202103","2240"
"3388638","520870","","","","","M","3","05958787000112","1","00000000000000","","04","","","03","07","05","","","2","35",2,0,0,2,"202103","2305"
"3388638","520870","","","","","M","3","05958787000112","1","00000000000000","","04","","","03","07","05","","","1","01",4,0,0,4,"202103","2305"
"3388638","520870","","","","","M","3","05958787000112","1","00000000000000","","04","","","03","07","05","","","3","66",13,0,0,13,"202103","2305"
"3388638","520870","","","","","M","3","05958787000112","1","00000000000000","","04","","","03","07","05","","","2","36",3,0,0,3,"202103","2305"
"3388638","520870","","","","","M","3","05958787000112","1","00000000000000","","04","","","03","07","05","","","2","46",5,0,0,5,"202103","2305"
"3388638","520870","","","","","M","3","05958787000112","1","00000000000000","","04","","","03","07","05","","","2","33",41,0,0,41,"202103","2305"
"3388638","520870","","","","","M","3","05958787000112","1","00000000000000","","04","","","03","07","05","","","2","32",5,0,0,5,"202103","2305"
"3388638","520870","","","","","M","3","05958787000112","1","00000000000000","","04","","","03","07","05","","","1","06",4,0,0,4,"202103","2305"
"3388638","520870","","","","","M","3","05958787000112","1","00000000000000","","04","","","03","07","05","","","1","03",20,0,0,20,"202103","2305"
"3388638","520870","","","","","M","3","05958787000112","1","00000000000000","","04","","","03","07","05","","","1","15",5,0,0,5,"202103","2305"
"3400573","520870","","","","","M","3","05919720000179","1","00000000000000","","04","","","03","05","06","","","5","45",1,0,0,1,"202103","2062"
"3400573","520870","","","","","M","3","05919720000179","1","00000000000000","","04","","","03","05","06","","","4","43",2,0,0,2,"202103","2062"
"3400573","520870","","","","","M","3","05919720000179","1","00000000000000","","04","","","03","05","06","","","2","40",4,0,0,4,"202103","2062"
"3400573","520870","","","","","M","3","05919720000179","1","00000000000000","","04","","","03","05","06","","","1","15",1,0,0,1,"202103","2062"
"3400573","520870","","","","","M","3","05919720000179","1","00000000000000","","04","","","03","05","06","","","2","33",6,0,0,6,"202103","2062"
"3400573","520870","","","","","M","3","05919720000179","1","00000000000000","","04","","","03","05","06","","","1","06",2,0,0,2,"202103","2062"
"3400573","520870","","","","","M","3","05919720000179","1","00000000000000","","04","","","03","05","06","","","4","10",2,0,0,2,"202103","2062"
"3400573","520870","","","","","M","3","05919720000179","1","00000000000000","","04","","","03","05","06","","","1","03",5,0,0,5,"202103","2062"
"3400573","520870","","","","","M","3","05919720000179","1","00000000000000","","04","","","03","05","06","","","2","41",1,0,0,1,"202103","2062"
"3400573","520870","","","","","M","3","05919720000179","1","00000000000000","","04","","","03","05","06","","","1","08",4,0,0,4,"202103","2062"
"3427633","520870","","","","","M","3","26618074000180","1","00000000000000","","04","","","03","07","06","","","1","06",26,0,0,26,"202103","2062"
"3427633","520870","","","","","M","3","26618074000180","1","00000000000000","","04","","","03","07","06","","","1","03",4,0,0,4,"202103","2062"
"3427633","520870","","","","","M","3","26618074000180","1","00000000000000","","04","","","03","07","06","","","4","10",21,0,0,21,"202103","2062"
"3427633","520870","","","","","M","3","26618074000180","1","00000000000000","","04","","","03","07","06","","","4","43",14,0,0,14,"202103","2062"
"3427633","520870","","","","","M","3","26618074000180","1","00000000000000","","04","","","03","07","06","","","3","92",4,0,0,4,"202103","2062"
"3427633","520870","","","","","M","3","26618074000180","1","00000000000000","","04","","","03","07","06","","","2","41",8,0,0,8,"202103","2062"
"3427633","520870","","","","","M","3","26618074000180","1","00000000000000","","04","","","03","07","06","","","1","15",5,0,0,5,"202103","2062"
"3427633","520870","","","","","M","3","26618074000180","1","00000000000000","","04","","","03","07","06","","","3","81",14,0,0,14,"202103","2062"
"3546551","520870","","","","","M","3","01145407000170","1","00000000000000","","04","","","03","07","06","","","1","16",2,0,0,2,"202103","2062"
"3546551","520870","","","","","M","3","01145407000170","1","00000000000000","","04","","","03","07","06","","","2","36",2,0,0,2,"202103","2062"
"3546551","520870","","","","","M","3","01145407000170","1","00000000000000","","04","","","03","07","06","","","1","06",1,0,0,1,"202103","2062"
"3546551","520870","","","","","M","3","01145407000170","1","00000000000000","","04","","","03","07","06","","","1","08",1,0,0,1,"202103","2062"
"3546551","520870","","","","","M","3","01145407000170","1","00000000000000","","04","","","03","07","06","","","2","42",2,0,0,2,"202103","2062"
"3546551","520870","","","","","M","3","01145407000170","1","00000000000000","","04","","","03","07","06","","","2","44",1,0,0,1,"202103","2062"
"3546551","520870","","","","","M","3","01145407000170","1","00000000000000","","04","","","03","07","06","","","2","46",4,0,0,4,"202103","2062"
"3546551","520870","","","","","M","3","01145407000170","1","00000000000000","","04","","","03","07","06","","","3","75",10,0,0,10,"202103","2062"
"3546551","520870","","","","","M","3","01145407000170","1","00000000000000","","04","","","03","07","06","","","1","15",2,0,0,2,"202103","2062"
"3546551","520870","","","","","M","3","01145407000170","1","00000000000000","","04","","","03","07","06","","","2","33",6,0,0,6,"202103","2062"
"3546551","520870","","","","","M","3","01145407000170","1","00000000000000","","04","","","03","07","06","","","1","02",10,0,0,10,"202103","2062"
"3546551","520870","","","","","M","3","01145407000170","1","00000000000000","","04","","","03","07","06","","","2","31",1,0,0,1,"202103","2062"
"3546551","520870","","","","","M","3","01145407000170","1","00000000000000","","04","","","03","07","06","","","1","03",5,0,0,5,"202103","2062"
"3546551","520870","","","","","M","3","01145407000170","1","00000000000000","","04","","","03","07","06","","","2","32",6,0,0,6,"202103","2062"
"3546551","520870","","","","","M","3","01145407000170","1","00000000000000","","04","","","03","07","06","","","1","12",1,0,0,1,"202103","2062"
"3546551","520870","","","","","M","3","01145407000170","1","00000000000000","","04","","","03","07","06","","","1","14",2,0,0,2,"202103","2062"
"3619109","520870","","","","","M","3","05879971000177","1","00000000000000","","04","","","03","07","06","","","6","47",70,0,0,70,"202103","2062"
"3727602","520870","","","","","M","3","06337035000105","1","00000000000000","","04","","","03","07","06","","","2","44",3,0,0,3,"202103","2240"
"3949001","520870","","","","","M","3","01757410000144","1","00000000000000","","04","","","03","05","06","","","1","03",3,0,0,3,"202103","2054"
"3949001","520870","","","","","M","3","01757410000144","1","00000000000000","","04","","","03","05","06","","","1","15",7,0,0,7,"202103","2054"
"5062608","520870","","","","","M","3","01428928000134","1","00000000000000","","04","","","03","62","03","","","7","69",2,0,0,2,"202103","2062"
"5062608","520870","","","","","M","3","01428928000134","1","00000000000000","","04","","","03","62","03","","","7","07",2,0,0,2,"202103","2062"
"5211646","520870","","","","","M","3","06064203000128","1","00000000000000","","04","","","03","07","06","","","1","15",9,0,0,9,"202103","2062"
"5238005","520870","","","","","M","3","08073690000110","1","00000000000000","","04","","","03","62","03","","","1","11",8,0,0,8,"202103","2240"
"5238005","520870","","","","","M","3","08073690000110","1","00000000000000","","04","","","03","62","03","","","7","07",7,0,0,7,"202103","2240"
"5715482","520870","","","","","M","3","05783472000262","1","00000000000000","","04","","","03","62","06","","","1","03",4,0,0,4,"202103","3069"
"5715482","520870","","","","","M","3","05783472000262","1","00000000000000","","04","","","03","62","06","","","1","13",1,0,0,1,"202103","3069"
"5715482","520870","","","","","M","3","05783472000262","1","00000000000000","","04","","","03","62","06","","","2","33",6,0,0,6,"202103","3069"
"5968429","520870","","","","","M","3","08031873000173","1","00000000000000","","04","","","03","07","03","","","1","11",2,0,0,2,"202103","2062"
"6383912","520870","","","","","M","3","03768111000130","1","00000000000000","","04","","","03","07","03","","","1","06",14,0,0,14,"202103","2062"
"6383912","520870","","","","","M","3","03768111000130","1","00000000000000","","04","","","03","07","03","","","1","15",14,0,0,14,"202103","2062"
"6491014","520870","","","","","M","3","10703748000104","1","00000000000000","","04","","","01","62","03","","","1","11",7,0,7,0,"202103","2305"
"6635849","520870","","","","","M","3","10937856000141","1","00000000000000","","04","","","01","07","03","","","1","11",2,0,0,2,"202103","2135"
"6650368","520870","","","","","M","3","08335217000164","1","00000000000000","","04","","","03","05","04","","","1","15",2,0,0,2,"202103","2062"
"6650368","520870","","","","","M","3","08335217000164","1","00000000000000","","04","","","03","05","04","","","1","14",1,0,0,1,"202103","2062"
"6650368","520870","","","","","M","3","08335217000164","1","00000000000000","","04","","","03","05","04","","","1","06",2,0,0,2,"202103","2062"
"6650368","520870","","","","","M","3","08335217000164","1","00000000000000","","04","","","03","05","04","","","1","01",2,0,0,2,"202103","2062"
"6650368","520870","","","","","M","3","08335217000164","1","00000000000000","","04","","","03","05","04","","","1","04",1,0,0,1,"202103","2062"
"6650368","520870","","","","","M","3","08335217000164","1","00000000000000","","04","","","03","05","04","","","1","05",3,0,0,3,"202103","2062"
"6650368","520870","","","","","M","3","08335217000164","1","00000000000000","","04","","","03","05","04","","","1","08",1,0,0,1,"202103","2062"
"6650368","520870","","","","","M","3","08335217000164","1","00000000000000","","04","","","03","05","04","","","1","09",1,0,0,1,"202103","2062"
"6650368","520870","","","","","M","3","08335217000164","1","00000000000000","","04","","","03","05","04","","","4","10",1,0,0,1,"202103","2062"
"6650368","520870","","","","","M","3","08335217000164","1","00000000000000","","04","","","03","05","04","","","1","11",1,0,0,1,"202103","2062"
"6650368","520870","","","","","M","3","08335217000164","1","00000000000000","","04","","","03","05","04","","","1","12",1,0,0,1,"202103","2062"
"6650368","520870","","","","","M","3","08335217000164","1","00000000000000","","04","","","03","05","04","","","1","03",1,0,0,1,"202103","2062"
"6650368","520870","","","","","M","3","08335217000164","1","00000000000000","","04","","","03","05","04","","","1","16",1,0,0,1,"202103","2062"
"6650368","520870","","","","","M","3","08335217000164","1","00000000000000","","04","","","03","05","04","","","1","13",2,0,0,2,"202103","2062"
"6650368","520870","","","","","M","3","08335217000164","1","00000000000000","","04","","","03","05","04","","","3","74",3,0,0,3,"202103","2062"
"6650368","520870","","","","","M","3","08335217000164","1","00000000000000","","04","","","03","05","04","","","5","68",1,0,0,1,"202103","2062"
"6659012","520870","","","","","M","3","00418954000704","1","00000000000000","","04","","","03","07","06","","","2","33",15,0,0,15,"202103","2062"
"6659012","520870","","","","","M","3","00418954000704","1","00000000000000","","04","","","03","07","06","","","5","45",5,0,0,5,"202103","2062"
"6659012","520870","","","","","M","3","00418954000704","1","00000000000000","","04","","","03","07","06","","","2","38",15,0,0,15,"202103","2062"
"6659012","520870","","","","","M","3","00418954000704","1","00000000000000","","04","","","03","07","06","","","2","44",16,0,0,16,"202103","2062"
"6776868","520870","","","","","M","3","86840378000119","1","00000000000000","","04","","","03","36","03","","","6","48",10,0,0,10,"202103","3999"
"6929176","520870","","","","","M","3","10464331000136","1","00000000000000","","04","","","01","05","03","","","5","68",7,0,0,7,"202103","2062"
"6929176","520870","","","","","M","3","10464331000136","1","00000000000000","","04","","","01","05","03","","","5","45",3,0,0,3,"202103","2062"
"6929176","520870","","","","","M","3","10464331000136","1","00000000000000","","04","","","01","05","03","","","3","82",10,0,0,10,"202103","2062"
"7304188","520870","","","","","M","3","00000000000000","3","25141524000123","","04","","","03","73","06","","","2","33",1,0,1,0,"202103","1031"
"7304188","520870","","","","","M","3","00000000000000","3","25141524000123","","04","","","03","73","06","","","3","96",20,0,0,20,"202103","1031"
"7306504","520870","","","","","M","3","11316220000145","1","00000000000000","","04","","","03","05","06","","","4","43",5,0,0,5,"202103","2062"
"7306504","520870","","","","","M","3","11316220000145","1","00000000000000","","04","","","03","05","06","","","2","44",1,0,0,1,"202103","2062"
"7306504","520870","","","","","M","3","11316220000145","1","00000000000000","","04","","","03","05","06","","","1","06",5,0,0,5,"202103","2062"
"7306504","520870","","","","","M","3","11316220000145","1","00000000000000","","04","","","03","05","06","","","1","11",3,0,0,3,"202103","2062"
"7306504","520870","","","","","M","3","11316220000145","1","00000000000000","","04","","","03","05","06","","","1","15",5,0,0,5,"202103","2062"
"7306504","520870","","","","","M","3","11316220000145","1","00000000000000","","04","","","03","05","06","","","1","03",3,0,0,3,"202103","2062"
"7306504","520870","","","","","M","3","11316220000145","1","00000000000000","","04","","","03","05","06","","","1","08",2,0,0,2,"202103","2062"
"7306504","520870","","","","","M","3","11316220000145","1","00000000000000","","04","","","03","05","06","","","4","10",5,0,0,5,"202103","2062"
"7306504","520870","","","","","M","3","11316220000145","1","00000000000000","","04","","","03","05","06","","","1","14",1,0,0,1,"202103","2062"
"7306504","520870","","","","","M","3","11316220000145","1","00000000000000","","04","","","03","05","06","","","3","74",10,0,0,10,"202103","2062"
"7306504","520870","","","","","M","3","11316220000145","1","00000000000000","","04","","","03","05","06","","","3","80",10,0,0,10,"202103","2062"
"7306504","520870","","","","","M","3","11316220000145","1","00000000000000","","04","","","03","05","06","","","2","40",1,0,0,1,"202103","2062"
"7306504","520870","","","","","M","3","11316220000145","1","00000000000000","","04","","","03","05","06","","","2","38",1,0,0,1,"202103","2062"
"7306504","520870","","","","","M","3","11316220000145","1","00000000000000","","04","","","03","05","06","","","1","12",1,0,0,1,"202103","2062"
"7306504","520870","","","","","M","3","11316220000145","1","00000000000000","","04","","","03","05","06","","","1","01",1,0,0,1,"202103","2062"
"7307128","520870","","","","","M","3","05784444000189","1","00000000000000","","04","","","03","07","04","","","1","15",7,0,0,7,"202103","2062"
"7340354","520870","","","","","M","3","00000000000000","3","25141524000123","","04","","","03","70","03","","","6","84",14,0,14,0,"202103","1031"
"7445474","520870","","","","","M","3","10688824000150","1","00000000000000","","04","","","01","36","04","","","6","34",12,0,0,12,"202103","3999"
"7556845","520870","","","","","M","3","17947149000185","1","00000000000000","","04","","","03","62","04","","","1","11",2,0,0,2,"202103","2062"
"7743068","520870","","","","","M","3","00000000000000","3","02529964000157","","03","","","03","05","06","","","1","13",75,0,75,0,"202103","1023"
"7743068","520870","","","","","M","3","00000000000000","3","02529964000157","","03","","","03","05","06","","","1","03",35,0,35,0,"202103","1023"
"7743068","520870","","","","","M","3","00000000000000","3","02529964000157","","03","","","03","05","06","","","1","08",10,0,10,0,"202103","1023"
"7743068","520870","","","","","M","3","00000000000000","3","02529964000157","","03","","","03","05","06","","","1","01",10,0,10,0,"202103","1023"
"7743068","520870","","","","","M","3","00000000000000","3","02529964000157","","03","","","03","05","06","","","3","51",27,0,27,0,"202103","1023"
"7743068","520870","","","","","M","3","00000000000000","3","02529964000157","","03","","","03","05","06","","","5","45",50,0,5,45,"202103","1023"
"7743068","520870","","","","","M","3","00000000000000","3","02529964000157","","03","","","03","05","06","","","5","68",10,0,10,0,"202103","1023"
"7743068","520870","","","","","M","3","00000000000000","3","02529964000157","","03","","","03","05","06","","","3","75",59,0,59,0,"202103","1023"
"7743068","520870","","","","","M","3","00000000000000","3","02529964000157","","03","","","03","05","06","","","3","78",20,0,10,10,"202103","1023"
"7743068","520870","","","","","M","3","00000000000000","3","02529964000157","","03","","","03","05","06","","","3","83",7,0,7,0,"202103","1023"
"7743068","520870","","","","","M","3","00000000000000","3","02529964000157","","03","","","03","05","06","","","2","42",5,0,5,0,"202103","1023"
"7743068","520870","","","","","M","3","00000000000000","3","02529964000157","","03","","","03","05","06","","","2","40",5,0,5,0,"202103","1023"
"7743068","520870","","","","","M","3","00000000000000","3","02529964000157","","03","","","03","05","06","","","2","38",5,0,5,0,"202103","1023"
"7743068","520870","","","","","M","3","00000000000000","3","02529964000157","","03","","","03","05","06","","","2","32",15,0,15,0,"202103","1023"
"7743068","520870","","","","","M","3","00000000000000","3","02529964000157","","03","","","03","05","06","","","1","16",10,0,10,0,"202103","1023"
"7743068","520870","","","","","M","3","00000000000000","3","02529964000157","","03","","","03","05","06","","","1","09",10,0,10,0,"202103","1023"
"7743068","520870","","","","","M","3","00000000000000","3","02529964000157","","03","","","03","05","06","","","2","33",30,0,30,0,"202103","1023"
"7743068","520870","","","","","M","3","00000000000000","3","02529964000157","","03","","","03","05","06","","","1","90",6,0,6,0,"202103","1023"
"7743068","520870","","","","","M","3","00000000000000","3","02529964000157","","03","","","03","05","06","","","1","91",4,0,4,0,"202103","1023"
"7744463","520870","","","","","M","3","33581562000206","1","00000000000000","","04","","","03","07","06","","","3","66",2,0,0,2,"202103","2062"
"7744463","520870","","","","","M","3","33581562000206","1","00000000000000","","04","","","03","07","06","","","2","40",60,0,0,60,"202103","2062"
"7744463","520870","","","","","M","3","33581562000206","1","00000000000000","","04","","","03","07","06","","","3","74",18,0,0,18,"202103","2062"
"7744463","520870","","","","","M","3","33581562000206","1","00000000000000","","04","","","03","07","06","","","1","08",6,0,0,6,"202103","2062"
"7744463","520870","","","","","M","3","33581562000206","1","00000000000000","","04","","","03","07","06","","","3","75",2,0,0,2,"202103","2062"
"7821379","520870","","","","","M","3","00000000000000","3","25141524000123","","04","","","01","73","06","","","2","33",1,0,1,0,"202103","1031"
"7821379","520870","","","","","M","3","00000000000000","3","25141524000123","","04","","","01","73","06","","","3","96",20,0,0,20,"202103","1031"
"7822898","520870","","","","","M","3","14436480000142","1","00000000000000","","04","","","03","62","04","","","1","11",3,0,0,3,"202103","2062"
"7975023","520870","","","","","M","3","12361267021000","1","00000000000000","","04","","","03","07","04","","","3","66",4,0,0,4,"202103","2054"
"7975023","520870","","","","","M","3","12361267021000","1","00000000000000","","04","","","03","07","04","","","5","45",10,0,0,10,"202103","2054"
"7975023","520870","","","","","M","3","12361267021000","1","00000000000000","","04","","","03","07","04","","","4","43",8,0,0,8,"202103","2054"
"7975023","520870","","","","","M","3","12361267021000","1","00000000000000","","04","","","03","07","04","","","4","10",30,0,0,30,"202103","2054"
"7975023","520870","","","","","M","3","12361267021000","1","00000000000000","","04","","","03","07","04","","","1","09",2,0,0,2,"202103","2054"
"7975023","520870","","","","","M","3","12361267021000","1","00000000000000","","04","","","03","07","04","","","3","81",10,0,0,10,"202103","2054"
"7975023","520870","","","","","M","3","12361267021000","1","00000000000000","","04","","","03","07","04","","","1","03",5,0,0,5,"202103","2054"
"7975023","520870","","","","","M","3","12361267021000","1","00000000000000","","04","","","03","07","04","","","1","02",3,0,0,3,"202103","2054"
"7975023","520870","","","","","M","3","12361267021000","1","00000000000000","","04","","","03","07","04","","","2","41",10,0,0,10,"202103","2054"
"7975023","520870","","","","","M","3","12361267021000","1","00000000000000","","04","","","03","07","04","","","3","78",10,0,0,10,"202103","2054"
"7975023","520870","","","","","M","3","12361267021000","1","00000000000000","","04","","","03","07","04","","","5","68",4,0,0,4,"202103","2054"
"7975023","520870","","","","","M","3","12361267021000","1","00000000000000","","04","","","03","07","04","","","1","06",53,0,0,53,"202103","2054"
"9087850","520870","","","","","M","3","07838789000101","1","00000000000000","","04","","","03","07","03","","","1","15",30,0,0,30,"202103","2062"
"9102558","520870","","","","","M","3","22762019000108","1","00000000000000","","04","","","03","07","04","","","6","47",20,0,0,20,"202103","2062"
"9138625","520870","01","","","","M","3","00000000000000","3","02529964000157","","04","","","02","15","06","","","2","33",30,0,30,0,"202103","1023"
"9146261","520870","","","","","M","3","03291531000250","1","00000000000000","","04","","","03","07","06","","","1","08",10,0,0,10,"202103","2062"
"9146261","520870","","","","","M","3","03291531000250","1","00000000000000","","04","","","03","07","06","","","1","11",10,0,0,10,"202103","2062"
"9146261","520870","","","","","M","3","03291531000250","1","00000000000000","","04","","","03","07","06","","","3","75",10,0,0,10,"202103","2062"
"9181393","520870","","","","","M","3","17372032000110","1","00000000000000","","04","","","03","07","03","","","6","47",45,0,0,45,"202103","2062"
"9357661","520870","","","","","M","3","24354915000163","1","00000000000000","","04","","","03","05","06","","","1","09",2,0,0,2,"202103","2062"
"9357661","520870","","","","","M","3","24354915000163","1","00000000000000","","04","","","03","05","06","","","4","10",1,0,0,1,"202103","2062"
"9357661","520870","","","","","M","3","24354915000163","1","00000000000000","","04","","","03","05","06","","","1","11",1,0,0,1,"202103","2062"
"9357661","520870","","","","","M","3","24354915000163","1","00000000000000","","04","","","03","05","06","","","1","13",20,0,0,20,"202103","2062"
"9357661","520870","","","","","M","3","24354915000163","1","00000000000000","","04","","","03","05","06","","","1","14",1,0,0,1,"202103","2062"
